timestamp,cell_id,rsrp,sinr,prb_utilization,throughput_mbps,packet_loss,latency_ms,is_anomaly,anomaly_type
2024-01-06 05:05:00,CELL_015,-99.78908553304416,15.573458753513348,50.50896070202844,32.4365931201897,0.6047797542112677,19.125738502135423,0,normal
2024-01-09 23:30:00,CELL_006,-86.89574620457003,11.69470214873864,63.78510796493781,27.884311176561948,0.7174702821832962,11.409777685423958,0,normal
2024-01-10 05:05:00,CELL_011,-90.48569421724528,14.884030432325199,34.831206489577085,18.373811323853346,0.6210092971555461,23.793241553606165,0,normal
2024-01-04 15:55:00,CELL_018,-89.48436140862378,14.681066289885853,58.69133438823944,25.098681581089814,0.49487049043014,15.907031584066953,0,normal
2024-01-03 10:45:00,CELL_019,-94.97756483434745,19.24550134651674,33.07604302138909,21.96538968089143,0.6284174098150155,11.847481662566075,0,normal
2024-01-01 08:50:00,CELL_005,-85.62590873874612,20.212353092111783,53.72703427414906,26.99403641700615,0.7103070531378118,20.673013320146314,0,normal
2024-01-03 01:05:00,CELL_013,-86.04098103751909,11.766135307578619,37.039957951326734,30.408524683208782,0.5922520106913184,20.51708050731264,0,normal
2024-01-09 13:40:00,CELL_006,-79.20826784327109,10.504096560412979,47.54937669001377,22.942269724450767,0.5834635316734205,16.88160654754477,0,normal
2024-01-09 09:05:00,CELL_015,-77.78800979073564,17.81318665578976,23.387565811744803,14.509187995212951,0.21334258588380406,20.0921404418134,0,normal
2024-01-06 13:20:00,CELL_003,-87.35833960618024,13.742997516800497,51.31647762143844,31.106249589598008,0.5749295985104692,20.58386724589748,0,normal
2024-01-09 13:20:00,CELL_016,-93.414003440738,13.854406073996175,35.167556939049334,31.65982019370611,0.6891143047965103,23.65876888893846,0,normal
2024-01-01 19:00:00,CELL_009,-82.82887215201842,9.171596710723716,27.365123714784644,16.38944545478838,0.4577115624717176,25.106628291014886,0,normal
2024-01-04 04:15:00,CELL_004,-85.22262035703419,17.069762630905142,40.452175233786676,22.123096383876025,0.3039227080934203,14.84751855988444,0,normal
2024-01-03 18:10:00,CELL_019,-96.43085789235353,15.505697632498947,49.45085659519024,15.58443346937234,0.6159868663304132,13.186546529485277,0,normal
2024-01-11 11:45:00,CELL_007,-84.08087433731713,20.810612313538773,41.76564695225803,22.116231441636653,0.4733192544190259,24.39785146371686,0,normal
2024-01-13 07:15:00,CELL_007,-89.93363569955237,16.888699078249623,29.50744538532849,32.644650498157546,0.8581013433698048,21.956979167773213,0,normal
2024-01-04 17:25:00,CELL_016,-92.7622142714867,12.96399295267796,25.898135373231188,38.47754708142949,0.5848824627643197,19.27744741215934,0,normal
2024-01-12 15:15:00,CELL_004,-78.54264387365423,12.179306409726326,63.77849277518608,26.292236818739458,0.7577256954699996,18.296384123479108,0,normal
2024-01-07 01:20:00,CELL_002,-76.98947003832035,16.83275371944578,44.53822406623979,26.493065300113148,0.22190439117185523,14.146372165155913,0,normal
2024-01-04 18:20:00,CELL_019,-84.69197083492153,17.532379911478035,54.582836811258346,19.549542919150255,0.16791191640960745,19.465637632816765,0,normal
2024-01-04 05:10:00,CELL_006,-88.59199175299115,20.73942551850747,65.64595828668337,30.119504107482186,0.606283836846368,26.349819313412567,0,normal
2024-01-11 14:05:00,CELL_012,-85.58068168321829,14.009726294353618,48.957281012405154,13.486442385442892,0.5453925836932024,17.872571823862863,0,normal
